,x1,y1,z1,x2,y2,z2,x3,y3,z3,class,index.1
462,0.36,-7.15,1.9,-56.59,-47.24,53.66,8.79,-2.26,3.32,bunny,
463,-0.36,-8.87,1.33,-41.02,-3.85,46.86,8.78,-2.45,3.21,bunny,
464,-0.57,-9.42,1.25,-46.05,2.94,42.79,8.93,-2.61,3.35,bunny,
465,-0.57,-12.16,0.59,-110.59,14.06,37.63,8.83,-3.07,3.38,bunny,
466,-0.03,-13.24,-0.63,-162.66,41.76,17.2,8.69,-3.13,3.36,bunny,
467,-0.64,-13.66,-1.12,-153.55,85.44,51.07,8.86,-3.23,3.62,bunny,
468,-0.54,-14.91,-2.79,-157.76,59.9,67.66,8.91,-3.05,3.64,bunny,
469,-0.29,-15.59,-5.51,-131.44,85.4,92.85,8.63,-2.97,3.48,bunny,
470,-0.8,-14.33,-9.51,-110.16,124.27,111.16,8.5,-2.28,3.39,bunny,
471,-0.72,-13.4,-10.62,-81.43,121.69,110.82,8.47,-2.27,3.53,bunny,
472,-0.36,-10.18,-10.38,-26.64,105.13,114.41,8.71,-1.98,3.47,bunny,
473,0.0,-8.74,-9.99,-12.76,102.97,126.56,8.45,-1.75,3.17,bunny,
474,-0.82,-7.27,-10.03,17.21,116.5,163.29,8.71,-1.31,3.31,bunny,
475,-1.05,-6.78,-9.43,36.24,120.5,156.05,8.68,-1.22,3.71,bunny,
