,x1,y1,z1,x2,y2,z2,x3,y3,z3,class,index.1
270,13.71,8.88,8.97,250.13,116.69,250.13,8.27,-1.48,-5.31,handmoter,
271,12.07,14.82,-4.15,4.51,197.61,250.13,8.43,-1.79,-5.52,handmoter,
272,1.84,11.09,5.94,47.47,81.02,250.13,9.09,-1.1,-5.09,handmoter,
273,-0.91,13.9,4.38,-30.28,13.52,250.13,8.72,-1.13,-4.86,handmoter,
274,-1.24,14.06,-1.45,-198.45,55.39,250.13,9.46,0.78,-4.05,handmoter,
275,-2.79,13.78,-1.86,-186.92,94.48,250.13,9.96,0.0,-3.68,handmoter,
276,-1.81,13.44,-5.66,-250.14,85.47,233.11,10.38,-2.75,-2.11,handmoter,
277,-1.48,11.78,-5.7,-250.14,78.76,193.85,10.22,-2.27,-1.22,handmoter,
278,-0.33,12.02,-7.65,-250.14,-0.13,138.44,9.92,-0.85,-0.89,handmoter,
279,2.95,15.89,-13.17,-250.14,-53.76,91.81,10.5,0.69,-0.25,handmoter,
280,4.65,9.82,-13.78,-250.14,54.23,224.8,10.53,1.38,1.16,handmoter,
281,9.47,11.75,-16.77,-182.64,183.61,250.13,10.21,3.31,0.74,handmoter,
282,10.54,11.33,-19.62,-199.11,250.13,80.98,9.72,2.37,0.57,handmoter,
283,6.1,5.99,-19.62,-250.14,136.02,117.31,9.23,2.21,1.08,handmoter,
284,7.1,6.11,-19.62,-250.14,41.96,94.34,9.47,1.93,0.06,handmoter,
285,10.51,2.27,-17.05,-166.0,-22.81,37.53,9.65,0.55,0.85,handmoter,
286,10.97,2.43,-15.05,-100.88,9.85,25.6,9.36,-0.1,0.41,handmoter,
287,16.15,-2.04,-14.53,13.92,-94.56,23.08,9.86,3.89,2.93,handmoter,
288,19.62,-4.8,-12.62,-192.77,-144.91,-12.12,9.43,2.02,2.14,handmoter,
289,19.62,-3.73,-5.05,-137.02,-103.43,25.4,11.33,2.3,0.9,handmoter,
290,19.62,-4.16,-4.92,-76.7,-42.4,75.52,10.84,2.85,0.35,handmoter,
291,13.09,-1.06,7.26,-112.02,-50.09,245.17,9.77,3.84,-0.91,handmoter,
292,8.44,1.42,7.23,-12.85,58.46,250.13,9.3,3.02,-0.3,handmoter,
293,-3.31,0.2,2.23,-91.82,-3.45,245.58,7.43,2.48,-0.23,handmoter,
294,-4.31,-0.74,3.37,-172.27,-163.95,167.28,8.14,3.05,-0.76,handmoter,
295,-14.33,13.45,3.28,-123.11,-81.21,-42.85,6.78,5.49,-6.93,handmoter,
296,-10.87,15.87,3.36,-107.4,-100.49,-98.18,6.03,3.63,-6.88,handmoter,
297,-5.65,19.62,1.83,-72.51,-22.73,-143.12,4.93,-0.52,-7.99,handmoter,
298,-1.65,19.62,-5.71,-120.95,131.51,-218.58,6.24,0.51,-7.4,handmoter,
299,2.53,19.62,-17.9,-30.73,107.22,-218.67,8.41,0.41,-6.37,handmoter,
300,14.9,19.62,-19.62,-181.15,-30.04,-250.14,9.95,1.72,-4.93,handmoter,
301,19.62,15.0,-19.62,-189.97,-235.95,-250.14,9.65,2.32,-4.22,handmoter,
302,19.62,6.83,-19.62,20.94,-188.15,-250.14,8.36,1.66,-3.62,handmoter,
303,19.62,-4.5,-19.62,60.95,-82.21,-146.1,8.46,1.07,-7.42,handmoter,
304,18.03,-4.27,-17.89,250.13,63.98,-89.05,9.65,1.35,-6.81,handmoter,
305,18.42,-8.24,-19.62,-250.14,-250.14,250.13,7.91,1.83,-5.55,handmoter,
306,9.5,-10.88,13.12,133.03,104.07,246.02,7.64,1.5,-4.99,handmoter,
307,5.09,2.26,15.51,-60.47,-45.02,250.13,7.5,0.9,-4.91,handmoter,
308,-0.43,0.65,-14.05,34.49,144.31,250.13,8.65,1.08,-3.92,handmoter,
309,-11.08,3.55,7.61,-250.14,5.62,-8.74,7.55,5.7,-7.15,handmoter,
310,-12.14,4.13,5.44,152.52,-62.71,150.04,6.55,5.55,-7.38,handmoter,
311,-11.23,15.43,3.08,-41.31,74.76,-43.61,6.14,0.64,-8.72,handmoter,
312,-8.14,18.89,1.47,57.82,87.43,-73.18,8.36,-0.25,-8.21,handmoter,
313,17.42,19.62,-19.62,-250.14,-115.15,-250.14,7.8,1.16,-6.46,handmoter,
314,19.62,16.36,-19.62,-193.27,-180.95,-242.89,7.16,2.11,-6.48,handmoter,
315,19.62,12.55,-19.62,0.61,-183.17,-216.19,7.09,3.21,-6.49,handmoter,
316,19.62,9.21,-19.62,-81.86,-121.17,-250.14,7.05,3.53,-7.24,handmoter,
317,19.62,5.75,-19.62,-128.6,-38.32,-175.57,6.71,3.81,-7.81,handmoter,
318,14.48,-1.4,-13.1,250.13,-1.47,-195.42,7.59,3.53,-7.96,handmoter,
